,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low
786,Norway,Western Europe,5,7.487999916,,1.42420733,1.495172501,1.008071899,0.670200884,0.434100568,0.287985086,2.168266296,2020,,,,
787,Netherlands,Western Europe,6,7.448900223,,1.338946342,1.463645935,0.975675344,0.61362648,0.368569762,0.336317569,2.352117062,2020,,,,
788,Sweden,Western Europe,7,7.353499889,,1.322235227,1.433347702,0.986470461,0.650297701,0.442066371,0.272827893,2.246299267,2020,,,,
789,New Zealand,North America and ANZ,8,7.299600124,,1.242317915,1.48721838,1.008138299,0.646789908,0.461268276,0.325726211,2.128108025,2020,,,,
790,Austria,Western Europe,9,7.294199944,,1.317285538,1.437444925,1.000933528,0.603368878,0.281256139,0.255509764,2.398446083,2020,,,,
791,Luxembourg,Western Europe,10,7.237500191,,1.536676049,1.387528419,0.986442685,0.610137045,0.367041469,0.19595392,2.153700352,2020,,,,
792,Canada,North America and ANZ,11,7.23210001,,1.301647663,1.435391903,1.022501945,0.644028127,0.351701856,0.28152892,2.195269108,2020,,,,
793,Australia,North America and ANZ,12,7.222799778,,1.310396433,1.477146268,1.022607684,0.621877193,0.335996419,0.324973613,2.129804134,2020,,,,
794,United Kingdom,Western Europe,13,7.164500237,,1.273061037,1.457844973,0.97570008,0.525168657,0.322601646,0.373433441,2.236721992,2020,,,,
795,Israel,Middle East and North Africa,14,7.128600121,,1.216463685,1.403256774,1.008052945,0.420699477,0.09989845,0.266861796,2.713358402,2020,,,,
796,Costa Rica,Latin America and Caribbean,15,7.121399879,,0.981107712,1.374853611,0.939635336,0.645017743,0.096362092,0.131266311,2.953135014,2020,,,,
797,Ireland,Western Europe,16,7.093699932,,1.446886778,1.470596433,0.975670695,0.587779939,0.373433262,0.295426995,1.943878174,2020,,,,
798,Germany,Western Europe,17,7.075799942,,1.314184546,1.368543744,0.972114801,0.564274132,0.309362292,0.252037704,2.295249462,2020,,,,
799,United States,North America and ANZ,18,6.939599991,,1.37398684,1.404786706,0.831618011,0.534608245,0.152284741,0.298143059,2.344124794,2020,,,,
800,Czech Republic,Central and Eastern Europe,19,6.910900116,,1.212322354,1.40528667,0.89456445,0.505744576,0.049803223,0.046325929,2.796808243,2020,,,,
801,Belgium,Western Europe,20,6.863500118,,1.295842767,1.398677588,0.964901149,0.499805421,0.208724052,0.146966159,2.348626614,2020,,,,
802,United Arab Emirates,Middle East and North Africa,21,6.790800095,,1.431086421,1.251170993,0.787814438,0.652936101,0.220213518,0.28065598,2.166965961,2020,,,,
803,Malta,Western Europe,22,6.772799969,,1.252513289,1.442956924,0.972042024,0.633239031,0.178864077,0.341180831,1.952012062,2020,,,,
804,France,Western Europe,23,6.663799763,,1.268129349,1.458839178,1.029714227,0.514050901,0.227303237,0.112607703,2.053198338,2020,,,,
805,Mexico,Latin America and Caribbean,24,6.465000153,,1.024387479,1.226333499,0.831601024,0.553892553,0.083133668,0.083094485,2.662540197,2020,,,,
806,Taiwan Province of China,East Asia,25,6.45539999,,1.327470541,1.357760668,0.878437996,0.449404389,0.131516352,0.150598705,2.160238743,2020,,,,
807,Uruguay,Latin America and Caribbean,26,6.440100193,,1.071000457,1.425081134,0.856928885,0.59426707,0.193425074,0.132143691,2.167276382,2020,,,,
808,Saudi Arabia,Middle East and North Africa,27,6.406499863,,1.334328532,1.309950113,0.759818137,0.548477471,0.163322315,0.087440684,2.203118801,2020,,,,
809,Spain,Western Europe,28,6.400899887,,1.230535269,1.421099186,1.051343083,0.425983816,0.109579779,0.16530548,1.997088432,2020,,,,
810,Guatemala,Latin America and Caribbean,29,6.398900032,,0.753815711,1.174267054,0.705952585,0.613146722,0.0983603,0.170611665,2.882723093,2020,,,,
811,Italy,Western Europe,30,6.38740015,,1.236396074,1.347296,1.022504926,0.321305573,0.040145598,0.170266211,2.249505997,2020,,,,
812,Singapore,Southeast Asia,31,6.377099991,,1.519580126,1.39545691,1.137814283,0.635317206,0.533162236,0.218770906,0.937031746,2020,,,,
813,Brazil,Latin America and Caribbean,32,6.375599861,,0.952679873,1.363464117,0.766119063,0.483292729,0.106518604,0.131674588,2.571860313,2020,,,,
814,Slovenia,Central and Eastern Europe,33,6.363399982,,1.208652496,1.464677691,0.932548046,0.646700144,0.076516323,0.145701498,1.888586521,2020,,,,
815,El Salvador,Latin America and Caribbean,34,6.34829998,,0.748940408,1.149397612,0.752730012,0.524043918,0.117030352,0.1189363,2.937191725,2020,,,,
816,Kosovo,Central and Eastern Europe,35,6.325200081,,0.840481341,1.183962822,0.672709167,0.557280421,0.008559024,0.325286865,2.736902714,2020,,,,
817,Panama,Latin America and Caribbean,36,6.304800034,,1.097667813,1.376149297,0.878546536,0.57984978,0.054230526,0.097207308,2.221176147,2020,,,,
818,Slovakia,Central and Eastern Europe,37,6.280600071,,1.194837689,1.424331188,0.853465259,0.423542529,0.011291441,0.116729774,2.256422043,2020,,,,
819,Uzbekistan,Commonwealth of Independent States,38,6.257599831,,0.696652949,1.434020042,0.716703713,0.693270326,0.280260265,0.363311023,2.073346615,2020,,,,
820,Chile,Latin America and Caribbean,39,6.228499889,,1.096992493,1.323286891,0.889260828,0.417482227,0.06284935,0.155579001,2.283012867,2020,,,,
821,Bahrain,Middle East and North Africa,40,6.227300167,,1.296692252,1.31532371,0.838836372,0.610399902,0.126697257,0.287453711,1.751917362,2020,,,,
822,Lithuania,Central and Eastern Europe,41,6.215499878,,1.193559647,1.432865739,0.795421183,0.42046079,0.081350274,0.053691041,2.238146067,2020,,,,
823,Trinidad and Tobago,Latin America and Caribbean,42,6.191899776,,1.167641521,1.407326221,0.658828557,0.55293113,0.015078396,0.199358255,2.190695763,2020,,,,
824,Poland,Central and Eastern Europe,43,6.186299801,,1.16922915,1.310399771,0.868038476,0.557903528,0.160541251,0.063374244,2.056797981,2020,,,,
825,Colombia,Latin America and Caribbean,44,6.163400173,,0.93220371,1.33445096,0.810020149,0.526890039,0.04584837,0.092374094,2.421656609,2020,,,,
826,Cyprus,Western Europe,45,6.15899992,,1.21279943,1.149170756,1.026124597,0.459385872,0.051207144,0.227932334,2.032334805,2020,,,,
827,Nicaragua,Latin America and Caribbean,46,6.13710022,,0.620033145,1.27081275,0.803093255,0.560117304,0.174084574,0.212871477,2.496081114,2020,,,,
828,Romania,Central and Eastern Europe,47,6.123700142,,1.120401621,1.1944381,0.79229486,0.534852326,0.000829569,0.068181619,2.412749767,2020,,,,
829,Kuwait,Middle East and North Africa,48,6.102099895,,1.424833655,1.244779825,0.776468933,0.570261419,0.112814933,0.132751092,1.840167999,2020,,,,
830,Mauritius,Sub-Saharan Africa,49,6.101299763,,1.07366395,1.395666838,0.763389409,0.590838134,0.084088229,0.186894551,2.006720543,2020,,,,
831,Kazakhstan,Commonwealth of Independent States,50,6.057899952,,1.122594237,1.453267694,0.698788941,0.497432142,0.110463686,0.153713793,2.021602631,2020,,,,
832,Estonia,Central and Eastern Europe,51,6.021800041,,1.192441225,1.453232527,0.842615008,0.576664805,0.201766819,0.125136748,1.629928112,2020,,,,
833,Philippines,Southeast Asia,52,6.006000042,,0.775120676,1.245381713,0.602189481,0.621915162,0.130385727,0.129260212,2.501741886,2020,,,,
834,Hungary,Central and Eastern Europe,53,6.000400066,,1.164307117,1.423009396,0.806793869,0.386401802,0.027548173,0.070491239,2.121845722,2020,,,,
835,Thailand,Southeast Asia,54,5.998799801,,1.007029295,1.347519517,0.793855846,0.609449804,0.031837862,0.376709014,1.832384109,2020,,,,
836,Argentina,Latin America and Caribbean,55,5.974699974,,1.028465629,1.372543693,0.849773705,0.520840347,0.060415059,0.070100471,2.072540998,2020,,,,
837,Honduras,Latin America and Caribbean,56,5.953199863,,0.598763585,1.186664104,0.791989982,0.568148077,0.086807102,0.256528199,2.464295387,2020,,,,
838,Latvia,Central and Eastern Europe,57,5.949999809,,1.14139545,1.414398789,0.777902424,0.329198807,0.090391524,0.075407945,2.121283054,2020,,,,
839,Ecuador,Latin America and Caribbean,58,5.925199986,,0.853383601,1.221027613,0.838837743,0.555234551,0.086753383,0.115006477,2.254933834,2020,,,,
840,Portugal,Western Europe,59,5.910900116,,1.168800831,1.339530349,0.979315281,0.589895189,0.027733466,0.053036947,1.752558708,2020,,,,
841,Jamaica,Latin America and Caribbean,60,5.889800072,,0.779058397,1.408289194,0.788434088,0.553124607,0.030147785,0.116268493,2.214436531,2020,,,,
842,South Korea,East Asia,61,5.872399807,,1.245300651,1.133560538,1.022542596,0.25935635,0.094596282,0.170303866,1.946757078,2020,,,,
843,Japan,East Asia,62,5.870800018,,1.26672411,1.332338691,1.072881341,0.495465875,0.181439638,0.03571178,1.486200333,2020,,,,
844,Peru,Latin America and Caribbean,63,5.796800137,,0.91854918,1.208405972,0.824444175,0.513210058,0.02703266,0.091611817,2.213499546,2020,,,,
845,Serbia,Central and Eastern Europe,64,5.77820015,,0.988181829,1.327448964,0.828403294,0.395428419,0.059447147,0.15028289,2.029040098,2020,,,,
846,Bolivia,Latin America and Caribbean,65,5.747499943,,0.730976343,1.142350554,0.662445664,0.5744645,0.072942637,0.138375074,2.425928593,2020,,,,
847,Pakistan,South Asia,66,5.69329977,,0.616799474,0.872979581,0.469933242,0.405421734,0.122592121,0.228705063,2.976876736,2020,,,,
848,Paraguay,Latin America and Caribbean,67,5.692100048,,0.897990823,1.36819756,0.735869646,0.586510062,0.065077379,0.204299241,1.83412528,2020,,,,
849,Dominican Republic,Latin America and Caribbean,68,5.689199924,,0.983191848,1.328888893,0.741901696,0.5628739,0.115945682,0.112196781,1.844246864,2020,,,,
850,Bosnia and Herzegovina,Central and Eastern Europe,69,5.674099922,,0.91839546,1.203986526,0.813928187,0.305365741,0.001172487,0.264005244,2.16724205,2020,,,,
851,Moldova,Commonwealth of Independent States,70,5.607500076,,0.707916796,1.237312198,0.713299453,0.389571488,0.014378744,0.174049184,2.370968342,2020,,,,
852,Tajikistan,Commonwealth of Independent States,71,5.555699825,,0.474874616,1.218377709,0.680594802,0.521141171,0.221779913,0.182417125,2.25650835,2020,,,,
853,Montenegro,Central and Eastern Europe,72,5.54610014,,1.010150075,1.265657902,0.839028895,0.303223848,0.098435111,0.14901033,1.880565882,2020,,,,
854,Russia,Commonwealth of Independent States,73,5.546000004,,1.126999617,1.378644109,0.68044591,0.399499595,0.045699362,0.099041916,1.815716743,2020,,,,
855,Kyrgyzstan,Commonwealth of Independent States,74,5.541500092,,0.513180971,1.341036677,0.680645883,0.614617765,0.030466691,0.30137074,2.060206652,2020,,,,
856,Belarus,Commonwealth of Independent States,75,5.539899826,,1.018854499,1.38713932,0.75258857,0.290755868,0.193607435,0.08993306,1.8069911,2020,,,,
857,North Cyprus,Western Europe,76,5.53550005,,1.21279943,1.183089137,1.026124597,0.477885723,0.199802905,0.199160054,1.23668766,2020,,,,
858,Greece,Western Europe,77,5.514999866,,1.128070116,1.168973565,0.979431748,0.173516348,0.048844352,0.0,2.016179085,2020,,,,
859,Hong Kong S.A.R. of China,East Asia,78,5.510399818,,1.376746058,1.243584275,1.136630654,0.459356517,0.332485437,0.288280904,0.673293114,2020,,,,
860,Croatia,Central and Eastern Europe,79,5.504700184,,1.109024286,1.311264873,0.900575578,0.381456882,0.012325006,0.113998979,1.676029205,2020,,,,
861,Libya,Middle East and North Africa,80,5.488800049,,1.021913767,1.196283698,0.615626633,0.451354057,0.172258079,0.142757699,1.888563156,2020,,,,
862,Mongolia,East Asia,81,5.456200123,,0.904872775,1.458930612,0.615788162,0.355703115,0.046533126,0.263885736,1.810527563,2020,,,,
863,Malaysia,Southeast Asia,82,5.384300232,,1.168421626,1.17400229,0.788511872,0.596941531,0.062163133,0.274886161,1.319420815,2020,,,,
864,Vietnam,Southeast Asia,83,5.353499889,,0.718092382,1.253074765,0.819133997,0.650835574,0.089848459,0.136488721,1.685977936,2020,,,,
865,Indonesia,Southeast Asia,84,5.285600185,,0.891720712,1.154800892,0.610437036,0.568161428,0.038278613,0.542646527,1.479573488,2020,,,,
866,Ivory Coast,Sub-Saharan Africa,85,5.233300209,,0.537094414,0.799727261,0.154942513,0.397122532,0.093495794,0.169915587,3.081022501,2020,,,,
867,Benin,Sub-Saharan Africa,86,5.21600008,,0.366244704,0.352428436,0.328062952,0.40583989,0.125931874,0.196670428,3.440809727,2020,,,,
868,Maldives,South Asia,87,5.197599888,,0.937864304,1.402287602,0.914439559,0.548203647,0.071906492,0.224198252,1.098674774,2020,,,,
869,Congo (Brazzaville),Sub-Saharan Africa,88,5.194399834,,0.633616745,0.757636011,0.458101124,0.386514395,0.118670784,0.117216013,2.722619534,2020,,,,
870,Azerbaijan,Commonwealth of Independent States,89,5.164800167,,0.990272701,1.180613041,0.731134057,0.467734724,0.247307181,0.040113214,1.507632971,2020,,,,
871,Macedonia,Central and Eastern Europe,90,5.159800053,,0.935371995,1.183173537,0.802994132,0.410224587,0.024595059,0.18586354,1.617594957,2020,,,,
872,Ghana,Sub-Saharan Africa,91,5.147999763,,0.575862467,0.96636796,0.432162255,0.477290064,0.056570381,0.261291206,2.378437281,2020,,,,
873,Nepal,South Asia,92,5.137199879,,0.444050372,1.100789309,0.66887939,0.480608255,0.127502963,0.300971806,2.014386892,2020,,,,
874,Turkey,Middle East and North Africa,93,5.131800175,,1.127169251,1.197159171,0.781335294,0.25440076,0.120983243,0.085885569,1.564816713,2020,,,,
875,China,East Asia,94,5.123899937,,0.990533412,1.132080674,0.867248535,0.601605117,0.117255554,0.079021044,1.336181879,2020,,,,
876,Turkmenistan,Commonwealth of Independent States,95,5.119100094,,1.008963585,1.510476947,0.612448037,0.515236676,0.03350389,0.323129326,1.115337372,2020,,,,
877,Bulgaria,Central and Eastern Europe,96,5.101500034,,1.046554685,1.460578918,0.777776897,0.417820066,0.0,0.103833713,1.294961452,2020,,,,
878,Morocco,Middle East and North Africa,97,5.094799995,,0.75862211,0.645208478,0.745096922,0.450054139,0.077385604,0.040032551,2.378402472,2020,,,,
879,Cameroon,Sub-Saharan Africa,98,5.084899902,,0.503958046,0.89972645,0.270189553,0.439242482,0.054393422,0.198020101,2.719370842,2020,,,,
880,Venezuela,Latin America and Caribbean,99,5.053199768,,0.770238638,1.348546863,0.76702553,0.271717221,0.063624777,0.087179154,1.74484086,2020,,,,
881,Algeria,Middle East and North Africa,100,5.005099773,,0.943856001,1.143003583,0.745418549,0.083943799,0.129190654,0.118915014,1.840811729,2020,,,,
882,Senegal,Sub-Saharan Africa,101,4.980800152,,0.504061818,0.95459342,0.518391907,0.352400899,0.081865937,0.164397135,2.405123949,2020,,,,
883,Guinea,Sub-Saharan Africa,102,4.949299812,,0.390007734,0.75136596,0.333655238,0.371878058,0.112204559,0.249490842,2.740729809,2020,,,,
884,Niger,Sub-Saharan Africa,103,4.909599781,,0.108330332,0.703800142,0.298816353,0.435311615,0.137554765,0.208176896,3.017630577,2020,,,,
885,Laos,Southeast Asia,104,4.888599873,,0.714693844,0.987391889,0.486378282,0.612027287,0.194273964,0.27266711,1.621152639,2020,,,,
886,Albania,Central and Eastern Europe,105,4.882699966,,0.906653047,0.830483913,0.846329629,0.461945891,0.025361285,0.171027765,1.640897036,2020,,,,
887,Cambodia,Southeast Asia,106,4.848400116,,0.544634938,1.071426034,0.587904334,0.674940348,0.072837502,0.233342081,1.663300037,2020,,,,
888,Bangladesh,South Asia,107,4.832799911,,0.556156278,0.868800581,0.694940507,0.604130566,0.176735908,0.176745117,1.755261898,2020,,,,
889,Gabon,Sub-Saharan Africa,108,4.829299927,,0.988044381,1.10639751,0.522574842,0.369459897,0.055804539,0.052013602,1.735027552,2020,,,,
890,South Africa,Sub-Saharan Africa,109,4.814099789,,0.902140439,1.259086251,0.407034069,0.43478182,0.05950214,0.126406848,1.625117302,2020,,,,
891,Iraq,Middle East and North Africa,110,4.784800053,,0.982018709,1.011466622,0.529350698,0.283588052,0.073164992,0.153002068,1.752173662,2020,,,,
892,Lebanon,Middle East and North Africa,111,4.771500111,,0.889232516,1.19249332,0.788671136,0.18551667,0.021518147,0.158524141,1.53554225,2020,,,,
893,Burkina Faso,Sub-Saharan Africa,112,4.768700123,,0.302467644,0.9293859,0.312833875,0.322398156,0.126408055,0.186390609,2.588826418,2020,,,,
894,Gambia,Sub-Saharan Africa,113,4.750599861,,0.256990552,0.882678688,0.353247881,0.403419524,0.158093795,0.425989687,2.270216465,2020,,,,
895,Mali,Sub-Saharan Africa,114,4.729300022,,0.352462649,0.97314173,0.234981522,0.377534449,0.062146276,0.16966705,2.559335232,2020,,,,
896,Nigeria,Sub-Saharan Africa,115,4.724100113,,0.645901859,0.986717939,0.167835936,0.435079455,0.047589935,0.221328124,2.219635487,2020,,,,
897,Armenia,Commonwealth of Independent States,116,4.676799774,,0.808262408,1.034576893,0.77585727,0.378075808,0.104618184,0.107225738,1.468161583,2020,,,,
898,Georgia,Commonwealth of Independent States,117,4.672599792,,0.847198069,0.7311939,0.694657624,0.485494107,0.174088076,0.047609735,1.69239831,2020,,,,
899,Iran,Middle East and North Africa,118,4.672399998,,1.029322505,0.886271179,0.749053836,0.301195472,0.142651513,0.27697894,1.286969423,2020,,,,
900,Jordan,Middle East and North Africa,119,4.633399963,,0.785179198,1.140118599,0.777624726,0.424855083,0.151878625,0.091494769,1.262258053,2020,,,,
901,Mozambique,Sub-Saharan Africa,120,4.623600006,,0.178741366,0.955202878,0.324223638,0.56077534,0.163064316,0.220422104,2.221216202,2020,,,,
902,Kenya,Sub-Saharan Africa,121,4.583000183,,0.476413399,0.905077755,0.536312759,0.519180536,0.067201078,0.393902093,1.684904575,2020,,,,
903,Namibia,Sub-Saharan Africa,122,4.571100235,,0.84008199,1.245738149,0.40687117,0.444598973,0.054320343,0.076454483,1.503033161,2020,,,,
904,Ukraine,Commonwealth of Independent States,123,4.56069994,,0.780434608,1.321316481,0.698674381,0.319423705,0.00965116,0.178551316,1.252669334,2020,,,,
905,Liberia,Sub-Saharan Africa,124,4.557899952,,0.174103007,0.920733929,0.392284274,0.405943096,0.051139876,0.226967871,2.386757851,2020,,,,
906,Palestinian Territories,Middle East and North Africa,125,4.552800179,,0.587819219,1.194755554,0.613826573,0.29870075,0.071913652,0.091816261,1.693985701,2020,,,,
907,Uganda,Sub-Saharan Africa,126,4.43200016,,0.312337428,1.052327394,0.378311664,0.401682556,0.063818842,0.264807373,1.958671093,2020,,,,
908,Chad,Sub-Saharan Africa,127,4.422699928,,0.302287489,0.739118278,0.1087441,0.228601769,0.085755408,0.210805088,2.74742651,2020,,,,
909,Tunisia,Middle East and North Africa,128,4.392199993,,0.874742687,0.872167706,0.781156719,0.235860556,0.043899573,0.055881143,1.528496742,2020,,,,
910,Mauritania,Sub-Saharan Africa,129,4.374599934,,0.539684892,1.113323569,0.425184816,0.185714483,0.122257635,0.128899664,1.85955739,2020,,,,
911,Sri Lanka,South Asia,130,4.327000141,,0.897986948,1.19494009,0.792036712,0.528632462,0.049444564,0.252666146,0.611288548,2020,,,,
912,Congo (Kinshasa),Sub-Saharan Africa,131,4.31099987,,0.062487468,0.833055019,0.277212054,0.36462298,0.081466645,0.254324883,2.437864304,2020,,,,
913,Swaziland,Sub-Saharan Africa,132,4.308100224,,0.827539742,1.064835191,0.215585828,0.299935788,0.146765873,0.067264833,1.686207294,2020,,,,
914,Myanmar,Southeast Asia,133,4.308000088,,0.67809093,1.098178267,0.495443076,0.597478867,0.187530354,0.569813728,0.681462526,2020,,,,
915,Comoros,Sub-Saharan Africa,134,4.288599968,,0.415620774,0.723232806,0.437383324,0.181028232,0.100048535,0.258538276,2.17276907,2020,,,,
916,Togo,Sub-Saharan Africa,135,4.187200069,,0.268116266,0.547622859,0.342731178,0.303539038,0.114826456,0.200774252,2.409595251,2020,,,,
917,Ethiopia,Sub-Saharan Africa,136,4.186200142,,0.315125644,1.001103282,0.483846247,0.41256687,0.117437035,0.227698103,1.628459215,2020,,,,
918,Madagascar,Sub-Saharan Africa,137,4.165599823,,0.244553208,0.823694348,0.500617027,0.192967549,0.076248638,0.191190064,2.136298418,2020,,,,
919,Egypt,Middle East and North Africa,138,4.151400089,,0.875228941,0.982539535,0.596911311,0.373684734,0.095461793,0.068801254,1.158818245,2020,,,,
920,Sierra Leone,Sub-Saharan Africa,139,3.926399946,,0.240560383,0.747984946,0.203953966,0.382027686,0.047940936,0.257647008,2.046271801,2020,,,,
921,Burundi,Sub-Saharan Africa,140,3.775300026,,0.0,0.403575271,0.295212835,0.275399059,0.212186828,0.187401786,2.401507378,2020,,,,
922,Zambia,Sub-Saharan Africa,141,3.759399891,,0.536833763,0.896037281,0.36359334,0.49131754,0.086705238,0.250620902,1.134339333,2020,,,,
923,Haiti,Latin America and Caribbean,142,3.720799923,,0.284734428,0.646671355,0.37436673,0.169297516,0.161935672,0.463909656,1.619916916,2020,,,,
924,Lesotho,Sub-Saharan Africa,143,3.652800083,,0.45493874,1.088940024,0.100934811,0.409367532,0.050483823,0.102627642,1.445513964,2020,,,,
925,India,South Asia,144,3.573299885,,0.730576158,0.644198656,0.54057014,0.581142247,0.105587982,0.237072483,0.734130859,2020,,,,
926,Malawi,Sub-Saharan Africa,145,3.538000107,,0.176534727,0.53036809,0.446163297,0.487389833,0.131633952,0.213185057,1.552718282,2020,,,,
927,Yemen,Middle East and North Africa,146,3.527400017,,0.392701775,1.177477121,0.41500017,0.243721485,0.087352127,0.094689012,1.116472721,2020,,,,
928,Botswana,Sub-Saharan Africa,147,3.478899956,,0.997548997,1.08569479,0.494101733,0.50908941,0.101786368,0.033407487,0.257240534,2020,,,,
929,Tanzania,Sub-Saharan Africa,148,3.476200104,,0.457163125,0.872674644,0.442677855,0.509343088,0.203880861,0.27154091,0.718963385,2020,,,,
930,Central African Republic,Sub-Saharan Africa,149,3.475899935,,0.041072082,0.0,0.0,0.292814463,0.028264718,0.253513217,2.860197544,2020,,,,
931,Rwanda,Sub-Saharan Africa,150,3.312299967,,0.343242675,0.522876322,0.572383285,0.604087889,0.485542476,0.235704988,0.548444986,2020,,,,
932,Zimbabwe,Sub-Saharan Africa,151,3.299200058,,0.425564021,1.047835231,0.375037611,0.37740472,0.080928579,0.151349187,0.841031075,2020,,,,
933,South Sudan,Sub-Saharan Africa,152,2.816600084,,0.289082974,0.553278506,0.208809033,0.065609254,0.111156799,0.209934607,1.378751278,2020,,,,
934,Afghanistan,South Asia,153,2.566900015,,0.30070585,0.356433839,0.266051531,0.0,0.001225785,0.135234714,1.507235646,2020,,,,
935,Finland,Western Europe,1,7.842,,1.446,1.106,0.741,0.691,0.481,0.124,3.253,2021,,,,
936,Denmark,Western Europe,2,7.62,,1.502,1.108,0.763,0.686,0.485,0.208,2.868,2021,,,,
937,Switzerland,Western Europe,3,7.571,,1.566,1.079,0.816,0.653,0.413,0.204,2.839,2021,,,,
938,Iceland,Western Europe,4,7.554,,1.482,1.172,0.772,0.698,0.17,0.293,2.967,2021,,,,
939,Netherlands,Western Europe,5,7.464,,1.501,1.079,0.753,0.647,0.384,0.302,2.798,2021,,,,
940,Norway,Western Europe,6,7.392,,1.543,1.108,0.782,0.703,0.427,0.249,2.58,2021,,,,
941,Sweden,Western Europe,7,7.363,,1.478,1.062,0.763,0.685,0.448,0.244,2.683,2021,,,,
942,Luxembourg,Western Europe,8,7.324,,1.751,1.003,0.76,0.639,0.353,0.166,2.653,2021,,,,
943,New Zealand,North America and ANZ,9,7.277,,1.4,1.094,0.785,0.665,0.445,0.276,2.612,2021,,,,
944,Austria,Western Europe,10,7.268,,1.492,1.062,0.782,0.64,0.292,0.215,2.784,2021,,,,
945,Australia,North America and ANZ,11,7.183,,1.453,1.076,0.801,0.647,0.317,0.291,2.598,2021,,,,
946,Israel,Middle East and North Africa,12,7.157,,1.376,1.074,0.788,0.509,0.119,0.208,3.083,2021,,,,
947,Germany,Western Europe,13,7.155,,1.48,0.993,0.757,0.6,0.306,0.195,2.824,2021,,,,
948,Canada,North America and ANZ,14,7.103,,1.447,1.044,0.798,0.648,0.335,0.246,2.585,2021,,,,
949,Ireland,Western Europe,15,7.085,,1.644,1.092,0.753,0.606,0.367,0.238,2.384,2021,,,,
950,Costa Rica,Latin America and Caribbean,16,7.069,,1.134,0.966,0.722,0.673,0.083,0.105,3.387,2021,,,,
951,United Kingdom,Western Europe,17,7.064,,1.423,1.062,0.757,0.58,0.306,0.34,2.596,2021,,,,
952,Czech Republic,Central and Eastern Europe,18,6.965,,1.37,1.09,0.703,0.58,0.046,0.052,3.124,2021,,,,
953,United States,North America and ANZ,19,6.951,,1.533,1.03,0.621,0.554,0.154,0.252,2.807,2021,,,,
954,Belgium,Western Europe,20,6.834,,1.463,0.998,0.747,0.489,0.187,0.088,2.862,2021,,,,
955,France,Western Europe,21,6.69,,1.421,1.081,0.804,0.536,0.235,0.092,2.521,2021,,,,
956,Bahrain,Middle East and North Africa,22,6.647,,1.409,0.899,0.662,0.661,0.139,0.246,2.631,2021,,,,
957,Malta,Western Europe,23,6.602,,1.411,1.055,0.747,0.664,0.183,0.275,2.268,2021,,,,
958,Taiwan Province of China,East Asia,24,6.584,,1.48,0.982,0.665,0.49,0.139,0.142,2.687,2021,,,,
959,United Arab Emirates,Middle East and North Africa,25,6.561,,1.555,0.86,0.594,0.67,0.223,0.236,2.422,2021,,,,
960,Saudi Arabia,Middle East and North Africa,26,6.494,,1.435,0.964,0.571,0.603,0.163,0.09,2.668,2021,,,,
961,Spain,Western Europe,27,6.491,,1.375,1.057,0.826,0.462,0.124,0.135,2.513,2021,,,,
962,Italy,Western Europe,28,6.483,,1.393,0.94,0.798,0.379,0.047,0.133,2.794,2021,,,,
963,Slovenia,Central and Eastern Europe,29,6.461,,1.36,1.093,0.722,0.69,0.085,0.122,2.388,2021,,,,
964,Guatemala,Latin America and Caribbean,30,6.435,,0.845,0.79,0.519,0.638,0.105,0.163,3.375,2021,,,,
965,Uruguay,Latin America and Caribbean,31,6.431,,1.164,1.042,0.649,0.625,0.223,0.128,2.6,2021,,,,
966,Singapore,Southeast Asia,32,6.377,,1.695,1.019,0.897,0.664,0.547,0.176,1.379,2021,,,,
967,Kosovo,Central and Eastern Europe,33,6.372,,0.937,0.807,0.483,0.593,0.014,0.356,3.182,2021,,,,
968,Slovakia,Central and Eastern Europe,34,6.331,,1.304,1.066,0.653,0.468,0.018,0.107,2.714,2021,,,,
969,Brazil,Latin America and Caribbean,35,6.33,,1.028,0.944,0.571,0.514,0.117,0.142,3.015,2021,,,,
970,Mexico,Latin America and Caribbean,36,6.317,,1.126,0.83,0.634,0.585,0.089,0.092,2.961,2021,,,,
971,Jamaica,Latin America and Caribbean,37,6.309,,0.891,0.932,0.599,0.618,0.035,0.099,3.135,2021,,,,
972,Lithuania,Central and Eastern Europe,38,6.255,,1.35,1.065,0.612,0.476,0.073,0.056,2.624,2021,,,,
973,Cyprus,Western Europe,39,6.223,,1.377,0.765,0.801,0.464,0.061,0.178,2.578,2021,,,,
974,Estonia,Central and Eastern Europe,40,6.189,,1.344,1.079,0.64,0.641,0.263,0.119,2.103,2021,,,,
975,Panama,Latin America and Caribbean,41,6.18,,1.298,0.976,0.667,0.596,0.053,0.079,2.509,2021,,,,
976,Uzbekistan,Commonwealth of Independent States,42,6.179,,0.769,1.027,0.528,0.716,0.271,0.391,2.477,2021,,,,
977,Chile,Latin America and Caribbean,43,6.172,,1.2,0.946,0.678,0.438,0.07,0.159,2.682,2021,,,,
978,Poland,Central and Eastern Europe,44,6.166,,1.309,0.982,0.668,0.558,0.13,0.08,2.438,2021,,,,
979,Kazakhstan,Commonwealth of Independent States,45,6.152,,1.23,1.103,0.527,0.573,0.132,0.143,2.446,2021,,,,
